CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
699,5,no formal,male,Mexico,seek better job,janitor,3-5 years,no plans to look for work,once w/o authorization,fluent English,0,0,1,9,2
699,5,college degree,female,France,reunite with family,child care provider,1-2 years,contract with employer,many times as tourist,fluent English,1,0,2,9,2
700,1,8th grade,male,Mexico,seek better job,teacher,3-5 years,interviews with employer,once as tourist,broken English,1,0,1,4,9
700,1,8th grade,male,China,escape persecution,nurse,1-2 years,no plans to look for work,many times as tourist,broken English,0,0,2,4,9
700,2,college degree,female,Mexico,reunite with family,computer programmer,none,contract with employer,six months with family,used interpreter,1,0,1,4,9
700,2,4th grade,male,China,reunite with family,gardener,3-5 years,will look for work,six months with family,broken English,0,0,2,4,9
700,3,college degree,male,Philippines,seek better job,child care provider,3-5 years,will look for work,once as tourist,tried English but unable,0,0,1,4,9
700,3,graduate degree,female,Poland,seek better job,computer programmer,1-2 years,no plans to look for work,six months with family,broken English,1,0,2,4,9
700,4,two-year college,female,China,seek better job,child care provider,1-2 years,interviews with employer,once w/o authorization,broken English,1,0,1,4,9
700,4,graduate degree,female,Iraq,escape persecution,doctor,none,will look for work,once w/o authorization,used interpreter,0,0,2,4,9
700,5,4th grade,male,India,seek better job,waiter,3-5 years,no plans to look for work,six months with family,broken English,0,0,1,4,9
700,5,no formal,female,France,reunite with family,nurse,3-5 years,contract with employer,six months with family,fluent English,1,0,2,4,9
701,1,college degree,male,China,seek better job,waiter,none,interviews with employer,once w/o authorization,used interpreter,0,33.333332,1,9,6
701,1,graduate degree,female,France,seek better job,teacher,none,will look for work,once w/o authorization,fluent English,1,33.333332,2,9,6
701,2,college degree,male,Mexico,seek better job,waiter,5+ years,interviews with employer,many times as tourist,used interpreter,0,33.333332,1,9,6
701,2,two-year college,female,China,escape persecution,research scientist,1-2 years,no plans to look for work,many times as tourist,tried English but unable,1,33.333332,2,9,6
701,3,4th grade,male,France,reunite with family,waiter,1-2 years,no plans to look for work,six months with family,fluent English,0,33.333332,1,9,6
701,3,two-year college,male,Iraq,escape persecution,waiter,1-2 years,contract with employer,once as tourist,tried English but unable,1,33.333332,2,9,6
701,4,high school,female,China,seek better job,janitor,5+ years,will look for work,once as tourist,broken English,1,33.333332,1,9,6
701,4,graduate degree,female,Mexico,seek better job,computer programmer,none,will look for work,six months with family,tried English but unable,0,33.333332,2,9,6
701,5,4th grade,male,Mexico,reunite with family,child care provider,3-5 years,contract with employer,six months with family,broken English,1,33.333332,1,9,6
701,5,high school,male,Iraq,seek better job,teacher,5+ years,contract with employer,never,used interpreter,0,33.333332,2,9,6
704,1,4th grade,male,Poland,seek better job,gardener,5+ years,interviews with employer,six months with family,tried English but unable,0,10,1,2,3
704,1,college degree,male,France,reunite with family,construction worker,1-2 years,interviews with employer,six months with family,tried English but unable,1,10,2,2,3
704,2,college degree,male,Sudan,escape persecution,computer programmer,3-5 years,interviews with employer,never,used interpreter,1,10,1,2,3
704,2,no formal,female,China,reunite with family,nurse,none,will look for work,once w/o authorization,used interpreter,0,10,2,2,3
704,3,high school,female,Iraq,reunite with family,waiter,3-5 years,no plans to look for work,six months with family,used interpreter,0,10,1,2,3
704,3,4th grade,female,Somalia,seek better job,gardener,none,will look for work,many times as tourist,broken English,1,10,2,2,3
704,4,college degree,male,Mexico,seek better job,financial analyst,1-2 years,will look for work,six months with family,tried English but unable,0,10,1,2,3
704,4,4th grade,female,Germany,seek better job,gardener,3-5 years,no plans to look for work,once w/o authorization,used interpreter,1,10,2,2,3
704,5,two-year college,female,Iraq,seek better job,nurse,1-2 years,interviews with employer,once w/o authorization,broken English,0,10,1,2,3
704,5,no formal,male,India,reunite with family,construction worker,1-2 years,interviews with employer,many times as tourist,broken English,1,10,2,2,3
705,1,college degree,male,Iraq,reunite with family,janitor,none,no plans to look for work,many times as tourist,broken English,1,66.66667,1,6,9
705,1,no formal,male,India,seek better job,gardener,none,interviews with employer,never,broken English,0,66.66667,2,6,9
705,2,no formal,male,Germany,reunite with family,child care provider,3-5 years,will look for work,once as tourist,fluent English,0,66.66667,1,6,9
705,2,high school,male,Germany,seek better job,janitor,5+ years,interviews with employer,once as tourist,fluent English,1,66.66667,2,6,9
705,3,no formal,female,Germany,reunite with family,janitor,3-5 years,contract with employer,six months with family,tried English but unable,1,66.66667,1,6,9
705,3,4th grade,male,Poland,seek better job,waiter,3-5 years,contract with employer,once w/o authorization,used interpreter,0,66.66667,2,6,9
705,4,no formal,female,Germany,seek better job,child care provider,5+ years,will look for work,once as tourist,broken English,0,66.66667,1,6,9
705,4,4th grade,female,France,seek better job,nurse,none,will look for work,once w/o authorization,broken English,1,66.66667,2,6,9
705,5,no formal,female,Iraq,reunite with family,gardener,1-2 years,no plans to look for work,six months with family,tried English but unable,0,66.66667,1,6,9
705,5,8th grade,female,Germany,reunite with family,janitor,3-5 years,contract with employer,once w/o authorization,broken English,1,66.66667,2,6,9
706,1,no formal,female,France,reunite with family,janitor,3-5 years,will look for work,never,broken English,1,20,1,8,2
706,1,high school,male,Mexico,seek better job,gardener,5+ years,interviews with employer,once as tourist,used interpreter,0,20,2,8,2
706,2,no formal,female,Germany,seek better job,gardener,1-2 years,no plans to look for work,once as tourist,tried English but unable,0,20,1,8,2
706,2,4th grade,female,Germany,reunite with family,child care provider,1-2 years,will look for work,never,fluent English,1,20,2,8,2
706,3,no formal,male,Poland,seek better job,gardener,3-5 years,no plans to look for work,once w/o authorization,tried English but unable,0,20,1,8,2
706,3,graduate degree,female,Germany,reunite with family,computer programmer,3-5 years,contract with employer,never,tried English but unable,1,20,2,8,2
706,4,high school,female,Sudan,seek better job,janitor,1-2 years,will look for work,once w/o authorization,broken English,0,20,1,8,2
706,4,college degree,male,Mexico,reunite with family,research scientist,none,contract with employer,six months with family,broken English,1,20,2,8,2
706,5,8th grade,female,Somalia,seek better job,nurse,5+ years,interviews with employer,once w/o authorization,fluent English,0,20,1,8,2
706,5,graduate degree,male,Germany,reunite with family,teacher,1-2 years,interviews with employer,many times as tourist,used interpreter,1,20,2,8,2
707,1,no formal,male,Iraq,seek better job,child care provider,3-5 years,no plans to look for work,once w/o authorization,used interpreter,0,36.666668,1,9,1
707,1,graduate degree,female,Germany,seek better job,nurse,none,will look for work,six months with family,broken English,1,36.666668,2,9,1
707,2,high school,male,Mexico,seek better job,janitor,5+ years,no plans to look for work,six months with family,broken English,1,36.666668,1,9,1
707,2,4th grade,female,Sudan,reunite with family,janitor,5+ years,no plans to look for work,six months with family,broken English,0,36.666668,2,9,1
707,3,graduate degree,female,Somalia,reunite with family,gardener,3-5 years,interviews with employer,once as tourist,tried English but unable,1,36.666668,1,9,1
707,3,college degree,male,India,reunite with family,gardener,3-5 years,will look for work,once w/o authorization,tried English but unable,0,36.666668,2,9,1
707,4,no formal,female,India,reunite with family,janitor,5+ years,no plans to look for work,many times as tourist,tried English but unable,0,36.666668,1,9,1
707,4,high school,female,India,seek better job,teacher,3-5 years,contract with employer,once w/o authorization,fluent English,1,36.666668,2,9,1
707,5,college degree,female,France,reunite with family,nurse,none,will look for work,never,tried English but unable,1,36.666668,1,9,1
707,5,4th grade,female,Somalia,seek better job,child care provider,5+ years,interviews with employer,once as tourist,broken English,0,36.666668,2,9,1
708,1,two-year college,female,France,seek better job,construction worker,none,no plans to look for work,once w/o authorization,used interpreter,0,-6.666668,1,2,3
708,1,two-year college,male,China,escape persecution,janitor,5+ years,interviews with employer,six months with family,broken English,1,-6.666668,2,2,3
708,2,two-year college,male,China,seek better job,waiter,none,interviews with employer,many times as tourist,fluent English,0,-6.666668,1,2,3
708,2,8th grade,female,Philippines,reunite with family,nurse,3-5 years,interviews with employer,many times as tourist,tried English but unable,1,-6.666668,2,2,3
708,3,college degree,male,India,seek better job,nurse,3-5 years,no plans to look for work,once w/o authorization,tried English but unable,0,-6.666668,1,2,3
708,3,4th grade,female,Mexico,reunite with family,child care provider,1-2 years,will look for work,once w/o authorization,broken English,1,-6.666668,2,2,3
708,4,high school,male,India,reunite with family,teacher,none,no plans to look for work,never,broken English,0,-6.666668,1,2,3
708,4,high school,male,Mexico,reunite with family,waiter,5+ years,no plans to look for work,never,fluent English,1,-6.666668,2,2,3
708,5,college degree,female,Poland,reunite with family,waiter,5+ years,contract with employer,once w/o authorization,used interpreter,1,-6.666668,1,2,3
708,5,graduate degree,male,India,seek better job,research scientist,1-2 years,contract with employer,once w/o authorization,used interpreter,0,-6.666668,2,2,3
709,1,4th grade,male,Somalia,reunite with family,teacher,5+ years,no plans to look for work,six months with family,fluent English,0,NA,1,2,4
709,1,no formal,male,Sudan,reunite with family,nurse,3-5 years,contract with employer,six months with family,fluent English,1,NA,2,2,4
709,2,high school,female,Iraq,seek better job,gardener,5+ years,contract with employer,never,used interpreter,0,NA,1,2,4
709,2,graduate degree,male,India,reunite with family,child care provider,5+ years,will look for work,once as tourist,fluent English,1,NA,2,2,4
709,3,graduate degree,male,Sudan,seek better job,gardener,1-2 years,will look for work,never,tried English but unable,0,NA,1,2,4
709,3,college degree,male,Poland,reunite with family,research scientist,3-5 years,will look for work,once as tourist,used interpreter,1,NA,2,2,4
709,4,graduate degree,female,Sudan,seek better job,janitor,none,no plans to look for work,once w/o authorization,broken English,0,NA,1,2,4
709,4,4th grade,female,France,seek better job,child care provider,1-2 years,contract with employer,once w/o authorization,used interpreter,1,NA,2,2,4
709,5,high school,female,India,seek better job,child care provider,5+ years,contract with employer,six months with family,tried English but unable,0,NA,1,2,4
709,5,graduate degree,female,Mexico,reunite with family,waiter,5+ years,contract with employer,once as tourist,fluent English,1,NA,2,2,4
710,1,college degree,female,Philippines,reunite with family,child care provider,1-2 years,no plans to look for work,six months with family,fluent English,1,83.333336,1,8,1
710,1,high school,female,Mexico,reunite with family,teacher,none,contract with employer,once w/o authorization,fluent English,0,83.333336,2,8,1
710,2,high school,male,Poland,reunite with family,gardener,1-2 years,no plans to look for work,never,tried English but unable,1,83.333336,1,8,1
710,2,high school,female,France,reunite with family,waiter,3-5 years,no plans to look for work,many times as tourist,tried English but unable,0,83.333336,2,8,1
710,3,4th grade,female,Philippines,reunite with family,waiter,5+ years,no plans to look for work,once w/o authorization,broken English,1,83.333336,1,8,1
710,3,college degree,female,Mexico,seek better job,construction worker,none,contract with employer,never,tried English but unable,0,83.333336,2,8,1
710,4,college degree,male,Somalia,escape persecution,nurse,3-5 years,contract with employer,never,broken English,1,83.333336,1,8,1
710,4,8th grade,male,China,escape persecution,nurse,3-5 years,no plans to look for work,once w/o authorization,broken English,0,83.333336,2,8,1
710,5,4th grade,male,Sudan,seek better job,janitor,5+ years,contract with employer,six months with family,used interpreter,1,83.333336,1,8,1
710,5,high school,male,Philippines,reunite with family,child care provider,5+ years,no plans to look for work,six months with family,fluent English,0,83.333336,2,8,1
711,1,no formal,male,Somalia,seek better job,janitor,1-2 years,interviews with employer,many times as tourist,tried English but unable,0,45,1,7,9
711,1,college degree,female,Philippines,reunite with family,nurse,1-2 years,contract with employer,six months with family,used interpreter,1,45,2,7,9
711,2,graduate degree,male,India,reunite with family,teacher,1-2 years,will look for work,once w/o authorization,fluent English,1,45,1,7,9
711,2,8th grade,male,Philippines,seek better job,gardener,none,interviews with employer,never,broken English,0,45,2,7,9
711,3,4th grade,female,Iraq,seek better job,waiter,3-5 years,no plans to look for work,six months with family,used interpreter,0,45,1,7,9
711,3,two-year college,male,India,seek better job,research scientist,none,interviews with employer,many times as tourist,tried English but unable,1,45,2,7,9
711,4,8th grade,female,Poland,reunite with family,teacher,3-5 years,no plans to look for work,many times as tourist,broken English,0,45,1,7,9
711,4,college degree,female,Iraq,seek better job,doctor,5+ years,will look for work,six months with family,used interpreter,1,45,2,7,9
711,5,4th grade,female,India,reunite with family,nurse,1-2 years,no plans to look for work,once w/o authorization,used interpreter,0,45,1,7,9
711,5,college degree,female,Philippines,seek better job,nurse,3-5 years,interviews with employer,never,tried English but unable,1,45,2,7,9
712,1,8th grade,female,Germany,reunite with family,teacher,1-2 years,no plans to look for work,once w/o authorization,broken English,0,0,1,7,1
712,1,no formal,male,Sudan,escape persecution,waiter,1-2 years,no plans to look for work,once w/o authorization,fluent English,1,0,2,7,1
712,2,4th grade,female,Sudan,seek better job,teacher,3-5 years,contract with employer,many times as tourist,fluent English,1,0,1,7,1
712,2,8th grade,female,Poland,seek better job,construction worker,3-5 years,will look for work,six months with family,tried English but unable,0,0,2,7,1
712,3,high school,female,Philippines,seek better job,child care provider,1-2 years,no plans to look for work,once w/o authorization,used interpreter,0,0,1,7,1
712,3,college degree,male,France,seek better job,computer programmer,3-5 years,contract with employer,six months with family,tried English but unable,1,0,2,7,1
712,4,no formal,female,France,reunite with family,waiter,none,no plans to look for work,once w/o authorization,broken English,0,0,1,7,1
712,4,graduate degree,male,Sudan,escape persecution,child care provider,3-5 years,will look for work,many times as tourist,tried English but unable,1,0,2,7,1
712,5,two-year college,female,France,reunite with family,janitor,none,will look for work,six months with family,broken English,0,0,1,7,1
712,5,high school,male,France,seek better job,gardener,5+ years,interviews with employer,many times as tourist,fluent English,1,0,2,7,1
713,1,4th grade,female,Sudan,escape persecution,gardener,1-2 years,no plans to look for work,many times as tourist,tried English but unable,0,16.666664,1,3,8
713,1,college degree,male,Philippines,reunite with family,waiter,5+ years,will look for work,never,fluent English,1,16.666664,2,3,8
713,2,4th grade,male,Mexico,seek better job,construction worker,none,interviews with employer,never,fluent English,0,16.666664,1,3,8
713,2,graduate degree,male,Somalia,escape persecution,waiter,1-2 years,interviews with employer,once w/o authorization,fluent English,1,16.666664,2,3,8
713,3,8th grade,female,Germany,reunite with family,waiter,5+ years,will look for work,six months with family,tried English but unable,1,16.666664,1,3,8
713,3,graduate degree,male,France,reunite with family,doctor,1-2 years,no plans to look for work,once as tourist,used interpreter,0,16.666664,2,3,8
713,4,4th grade,male,Somalia,reunite with family,janitor,none,will look for work,many times as tourist,fluent English,1,16.666664,1,3,8
713,4,graduate degree,female,Poland,seek better job,construction worker,none,no plans to look for work,never,fluent English,0,16.666664,2,3,8
713,5,college degree,female,Philippines,reunite with family,computer programmer,none,no plans to look for work,once as tourist,broken English,0,16.666664,1,3,8
713,5,no formal,female,Germany,seek better job,waiter,5+ years,interviews with employer,once w/o authorization,used interpreter,1,16.666664,2,3,8
714,1,high school,male,Poland,reunite with family,child care provider,1-2 years,will look for work,never,used interpreter,1,0,1,9,7
714,1,4th grade,male,Mexico,reunite with family,nurse,3-5 years,interviews with employer,once w/o authorization,tried English but unable,0,0,2,9,7
714,2,high school,male,Poland,seek better job,construction worker,3-5 years,will look for work,once w/o authorization,fluent English,1,0,1,9,7
714,2,no formal,male,Philippines,reunite with family,construction worker,1-2 years,no plans to look for work,six months with family,tried English but unable,0,0,2,9,7
714,3,college degree,male,Mexico,seek better job,waiter,5+ years,contract with employer,once w/o authorization,fluent English,0,0,1,9,7
714,3,college degree,female,China,escape persecution,computer programmer,5+ years,contract with employer,six months with family,used interpreter,1,0,2,9,7
714,4,4th grade,male,Philippines,seek better job,nurse,3-5 years,interviews with employer,once as tourist,broken English,0,0,1,9,7
714,4,high school,female,Somalia,seek better job,construction worker,none,interviews with employer,never,broken English,1,0,2,9,7
714,5,two-year college,male,Mexico,seek better job,research scientist,5+ years,contract with employer,never,fluent English,1,0,1,9,7
714,5,8th grade,male,Germany,reunite with family,janitor,5+ years,will look for work,many times as tourist,fluent English,0,0,2,9,7
715,1,4th grade,male,Somalia,escape persecution,waiter,5+ years,contract with employer,once as tourist,used interpreter,0,26.666666,1,8,9
715,1,two-year college,male,Sudan,reunite with family,financial analyst,1-2 years,contract with employer,once w/o authorization,fluent English,1,26.666666,2,8,9
715,2,8th grade,female,France,reunite with family,waiter,5+ years,contract with employer,six months with family,used interpreter,0,26.666666,1,8,9
715,2,two-year college,male,France,seek better job,teacher,5+ years,will look for work,six months with family,tried English but unable,1,26.666666,2,8,9
715,3,graduate degree,male,Germany,seek better job,research scientist,none,no plans to look for work,once as tourist,fluent English,1,26.666666,1,8,9
715,3,two-year college,male,France,reunite with family,research scientist,5+ years,no plans to look for work,once w/o authorization,fluent English,0,26.666666,2,8,9
715,4,8th grade,male,India,seek better job,waiter,1-2 years,will look for work,six months with family,tried English but unable,1,26.666666,1,8,9
715,4,no formal,male,China,reunite with family,waiter,none,interviews with employer,many times as tourist,broken English,0,26.666666,2,8,9
715,5,no formal,female,Mexico,reunite with family,construction worker,3-5 years,interviews with employer,many times as tourist,tried English but unable,0,26.666666,1,8,9
715,5,8th grade,male,Philippines,seek better job,child care provider,3-5 years,no plans to look for work,once as tourist,fluent English,1,26.666666,2,8,9
716,1,no formal,female,China,seek better job,nurse,none,no plans to look for work,once as tourist,tried English but unable,0,0,1,2,4
716,1,high school,female,Mexico,seek better job,construction worker,1-2 years,no plans to look for work,never,tried English but unable,1,0,2,2,4
716,2,4th grade,female,Germany,reunite with family,child care provider,3-5 years,no plans to look for work,many times as tourist,broken English,0,0,1,2,4
716,2,graduate degree,female,Somalia,reunite with family,research scientist,none,will look for work,once as tourist,tried English but unable,1,0,2,2,4
716,3,two-year college,female,Poland,seek better job,financial analyst,5+ years,contract with employer,once w/o authorization,fluent English,1,0,1,2,4
716,3,4th grade,male,Mexico,seek better job,janitor,3-5 years,interviews with employer,once w/o authorization,fluent English,0,0,2,2,4
716,4,8th grade,female,Sudan,reunite with family,construction worker,5+ years,interviews with employer,six months with family,tried English but unable,1,0,1,2,4
716,4,4th grade,male,Philippines,reunite with family,gardener,1-2 years,interviews with employer,once as tourist,tried English but unable,0,0,2,2,4
716,5,two-year college,male,India,seek better job,research scientist,1-2 years,will look for work,six months with family,used interpreter,1,0,1,2,4
716,5,4th grade,female,France,reunite with family,teacher,1-2 years,contract with employer,never,tried English but unable,0,0,2,2,4
717,1,graduate degree,female,China,reunite with family,janitor,1-2 years,no plans to look for work,once w/o authorization,broken English,0,NA,1,2,4
717,1,4th grade,female,France,seek better job,waiter,3-5 years,no plans to look for work,many times as tourist,broken English,1,NA,2,2,4
717,2,no formal,male,Poland,reunite with family,child care provider,5+ years,interviews with employer,once w/o authorization,broken English,0,NA,1,2,4
717,2,two-year college,female,Germany,reunite with family,construction worker,3-5 years,interviews with employer,never,tried English but unable,1,NA,2,2,4
717,3,college degree,male,Somalia,escape persecution,doctor,5+ years,no plans to look for work,once as tourist,broken English,1,NA,1,2,4
717,3,college degree,female,Germany,seek better job,financial analyst,5+ years,contract with employer,many times as tourist,tried English but unable,0,NA,2,2,4
717,4,8th grade,male,Sudan,seek better job,gardener,1-2 years,contract with employer,once w/o authorization,broken English,0,NA,1,2,4
717,4,8th grade,male,Somalia,escape persecution,janitor,3-5 years,will look for work,many times as tourist,broken English,1,NA,2,2,4
717,5,two-year college,male,Philippines,seek better job,waiter,none,interviews with employer,once as tourist,fluent English,0,NA,1,2,4
717,5,4th grade,female,Germany,reunite with family,gardener,5+ years,contract with employer,never,fluent English,1,NA,2,2,4
719,1,4th grade,male,India,reunite with family,teacher,1-2 years,will look for work,many times as tourist,broken English,0,0,1,3,9
719,1,no formal,male,Sudan,reunite with family,construction worker,3-5 years,will look for work,six months with family,broken English,1,0,2,3,9
719,2,8th grade,female,India,reunite with family,waiter,5+ years,will look for work,never,fluent English,1,0,1,3,9
719,2,4th grade,male,Somalia,seek better job,gardener,none,contract with employer,once as tourist,broken English,0,0,2,3,9
719,3,college degree,male,Sudan,seek better job,gardener,5+ years,no plans to look for work,many times as tourist,fluent English,1,0,1,3,9
719,3,8th grade,female,Iraq,seek better job,janitor,5+ years,contract with employer,six months with family,used interpreter,0,0,2,3,9
719,4,8th grade,male,Somalia,escape persecution,waiter,1-2 years,will look for work,once w/o authorization,broken English,0,0,1,3,9
719,4,two-year college,female,Somalia,escape persecution,financial analyst,5+ years,contract with employer,many times as tourist,used interpreter,1,0,2,3,9
719,5,college degree,female,Mexico,seek better job,gardener,none,interviews with employer,six months with family,tried English but unable,1,0,1,3,9
719,5,4th grade,female,Poland,reunite with family,construction worker,3-5 years,will look for work,never,tried English but unable,0,0,2,3,9
720,1,high school,male,Mexico,seek better job,teacher,5+ years,contract with employer,many times as tourist,broken English,1,20,1,2,5
720,1,high school,female,Somalia,reunite with family,teacher,none,will look for work,once as tourist,broken English,0,20,2,2,5
720,2,8th grade,male,India,reunite with family,gardener,5+ years,contract with employer,once w/o authorization,tried English but unable,0,20,1,2,5
720,2,two-year college,male,China,escape persecution,research scientist,3-5 years,will look for work,six months with family,tried English but unable,1,20,2,2,5
720,3,no formal,female,China,reunite with family,waiter,1-2 years,interviews with employer,once as tourist,fluent English,0,20,1,2,5
720,3,graduate degree,male,Philippines,seek better job,doctor,none,interviews with employer,once w/o authorization,fluent English,1,20,2,2,5
720,4,no formal,female,Germany,seek better job,waiter,3-5 years,contract with employer,never,fluent English,1,20,1,2,5
720,4,no formal,female,Iraq,seek better job,gardener,3-5 years,interviews with employer,never,broken English,0,20,2,2,5
720,5,college degree,male,Germany,seek better job,doctor,5+ years,interviews with employer,six months with family,used interpreter,0,20,1,2,5
720,5,graduate degree,male,Iraq,seek better job,research scientist,5+ years,interviews with employer,six months with family,used interpreter,1,20,2,2,5
721,1,college degree,male,Philippines,reunite with family,research scientist,1-2 years,no plans to look for work,once as tourist,tried English but unable,0,36.666668,1,9,1
721,1,no formal,female,Germany,seek better job,waiter,none,will look for work,once w/o authorization,used interpreter,1,36.666668,2,9,1
721,2,graduate degree,male,Germany,reunite with family,computer programmer,1-2 years,no plans to look for work,once as tourist,broken English,0,36.666668,1,9,1
721,2,8th grade,female,France,reunite with family,nurse,3-5 years,no plans to look for work,once as tourist,fluent English,1,36.666668,2,9,1
721,3,4th grade,female,Poland,seek better job,construction worker,none,will look for work,once as tourist,used interpreter,1,36.666668,1,9,1
721,3,4th grade,female,Mexico,reunite with family,waiter,5+ years,will look for work,once as tourist,tried English but unable,0,36.666668,2,9,1
721,4,college degree,female,Philippines,seek better job,nurse,none,no plans to look for work,six months with family,fluent English,1,36.666668,1,9,1
721,4,8th grade,female,Mexico,seek better job,gardener,none,no plans to look for work,many times as tourist,broken English,0,36.666668,2,9,1
721,5,two-year college,male,Somalia,seek better job,janitor,none,will look for work,once w/o authorization,used interpreter,0,36.666668,1,9,1
721,5,graduate degree,male,Poland,seek better job,research scientist,3-5 years,interviews with employer,many times as tourist,tried English but unable,1,36.666668,2,9,1
722,1,graduate degree,female,France,seek better job,gardener,1-2 years,will look for work,many times as tourist,tried English but unable,1,15,1,5,3
722,1,4th grade,female,Somalia,reunite with family,nurse,3-5 years,contract with employer,never,used interpreter,0,15,2,5,3
722,2,4th grade,female,Germany,seek better job,construction worker,5+ years,will look for work,once as tourist,broken English,1,15,1,5,3
722,2,high school,female,Sudan,reunite with family,janitor,none,no plans to look for work,six months with family,fluent English,0,15,2,5,3
722,3,high school,female,Sudan,escape persecution,waiter,5+ years,will look for work,never,broken English,0,15,1,5,3
722,3,8th grade,male,Poland,seek better job,gardener,none,will look for work,six months with family,fluent English,1,15,2,5,3
722,4,college degree,female,Somalia,escape persecution,computer programmer,5+ years,contract with employer,many times as tourist,used interpreter,1,15,1,5,3
722,4,graduate degree,female,Philippines,reunite with family,waiter,1-2 years,contract with employer,once w/o authorization,broken English,0,15,2,5,3
722,5,college degree,male,France,reunite with family,janitor,3-5 years,will look for work,many times as tourist,fluent English,0,15,1,5,3
722,5,graduate degree,male,Mexico,seek better job,construction worker,5+ years,no plans to look for work,six months with family,fluent English,1,15,2,5,3
723,1,8th grade,female,Poland,reunite with family,child care provider,3-5 years,interviews with employer,once as tourist,tried English but unable,1,10,1,3,4
723,1,no formal,male,Somalia,seek better job,construction worker,1-2 years,no plans to look for work,never,broken English,0,10,2,3,4
723,2,4th grade,female,Philippines,reunite with family,teacher,1-2 years,no plans to look for work,once w/o authorization,broken English,0,10,1,3,4
723,2,high school,female,Sudan,seek better job,child care provider,none,no plans to look for work,once as tourist,tried English but unable,1,10,2,3,4
723,3,no formal,male,Sudan,reunite with family,teacher,none,interviews with employer,six months with family,tried English but unable,1,10,1,3,4
723,3,no formal,male,Germany,reunite with family,child care provider,1-2 years,no plans to look for work,six months with family,used interpreter,0,10,2,3,4
723,4,college degree,female,China,seek better job,nurse,5+ years,contract with employer,once as tourist,used interpreter,0,10,1,3,4
723,4,college degree,female,Mexico,reunite with family,gardener,5+ years,contract with employer,never,broken English,1,10,2,3,4
723,5,no formal,male,France,seek better job,construction worker,none,no plans to look for work,many times as tourist,broken English,0,10,1,3,4
723,5,graduate degree,female,Poland,reunite with family,doctor,none,interviews with employer,never,tried English but unable,1,10,2,3,4
724,1,high school,female,Poland,seek better job,janitor,1-2 years,interviews with employer,once as tourist,used interpreter,0,0.33333206,1,5,9
724,1,college degree,male,Sudan,escape persecution,teacher,5+ years,will look for work,never,fluent English,1,0.33333206,2,5,9
724,2,graduate degree,female,China,seek better job,nurse,1-2 years,contract with employer,six months with family,used interpreter,0,0.33333206,1,5,9
724,2,two-year college,female,Mexico,reunite with family,construction worker,3-5 years,contract with employer,once w/o authorization,used interpreter,1,0.33333206,2,5,9
724,3,8th grade,male,Germany,seek better job,teacher,1-2 years,no plans to look for work,once as tourist,broken English,0,0.33333206,1,5,9
724,3,graduate degree,female,India,seek better job,gardener,none,contract with employer,six months with family,fluent English,1,0.33333206,2,5,9
724,4,no formal,female,Germany,seek better job,teacher,1-2 years,will look for work,once as tourist,tried English but unable,0,0.33333206,1,5,9
724,4,college degree,female,Mexico,reunite with family,doctor,5+ years,no plans to look for work,many times as tourist,fluent English,1,0.33333206,2,5,9
724,5,graduate degree,female,Mexico,seek better job,gardener,1-2 years,interviews with employer,once as tourist,fluent English,1,0.33333206,1,5,9
724,5,college degree,female,India,seek better job,teacher,1-2 years,interviews with employer,once w/o authorization,tried English but unable,0,0.33333206,2,5,9
725,1,4th grade,male,Philippines,seek better job,nurse,1-2 years,contract with employer,once as tourist,tried English but unable,1,3.3333359,1,5,6
725,1,4th grade,female,China,reunite with family,teacher,3-5 years,no plans to look for work,six months with family,broken English,0,3.3333359,2,5,6
725,2,graduate degree,female,Somalia,reunite with family,doctor,none,no plans to look for work,once w/o authorization,fluent English,1,3.3333359,1,5,6
725,2,high school,male,Poland,reunite with family,gardener,3-5 years,no plans to look for work,many times as tourist,fluent English,0,3.3333359,2,5,6
725,3,college degree,female,Germany,reunite with family,computer programmer,none,interviews with employer,many times as tourist,tried English but unable,1,3.3333359,1,5,6
725,3,4th grade,male,Sudan,seek better job,construction worker,1-2 years,contract with employer,never,tried English but unable,0,3.3333359,2,5,6
725,4,high school,female,Germany,seek better job,construction worker,none,interviews with employer,many times as tourist,fluent English,0,3.3333359,1,5,6
725,4,8th grade,male,Iraq,escape persecution,gardener,5+ years,will look for work,six months with family,fluent English,1,3.3333359,2,5,6
725,5,graduate degree,male,Iraq,seek better job,waiter,1-2 years,contract with employer,once as tourist,broken English,0,3.3333359,1,5,6
725,5,high school,male,China,reunite with family,nurse,5+ years,interviews with employer,many times as tourist,fluent English,1,3.3333359,2,5,6
726,1,two-year college,male,Iraq,seek better job,janitor,5+ years,will look for work,once as tourist,fluent English,1,0,1,8,1
726,1,no formal,male,Mexico,reunite with family,child care provider,5+ years,interviews with employer,once as tourist,used interpreter,0,0,2,8,1
726,2,graduate degree,male,India,seek better job,doctor,1-2 years,no plans to look for work,six months with family,fluent English,1,0,1,8,1
726,2,college degree,male,Sudan,seek better job,computer programmer,3-5 years,will look for work,once as tourist,used interpreter,0,0,2,8,1
726,3,8th grade,female,Philippines,reunite with family,child care provider,none,interviews with employer,many times as tourist,fluent English,0,0,1,8,1
