psv_attack_pref,mk_dv,psv_country_fac,psv_context,psv_context_fac,psv_nuc_effective,mk_context_fac,mk_main_treat,hypothetical,mk_cont_pool,psv_correct_recall,mk_correct_recall,Gender,race,party,mk_context,psv_time,mk_time,psv_abst_conc_score,mk_abst_conc_score,knowledge_scale,nfc_scale,age,edu
3,3,No-Name,0,Original,0,Extra Innocuous,0,1,1,1,1,Female,1,1,1,120.071,49.971,1,1,1,4,24,5
2,2,Bolivia,0,Original,0,Extra Non-Innocuous,0,0,1,0,1,Female,3,1,2,13.846,4.375,4,3,1,3.375,24,5
2,4,Syria,0,Original,1,Extra Innocuous,1,1,1,0,1,Female,1,2,1,3.495,5.039,4,1,1,3.375,25,2
1,4,Malaguay,1,Reduced,1,Extra Innocuous,1,0,1,0,1,Female,3,2,1,4.79,3.234,2,2,1,2.875,24,4
2,3,Bolivia,0,Original,0,Original,0,1,0,1,1,Female,1,1,0,197.001,25.329,3,0,2,4,21,3
2,4,Malaguay,0,Original,1,Original,0,0,0,0,0,Female,7,3,0,105.159,18.881,3,1,0,3.375,45,6
2,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,1,Female,1,4,2,100.28,119.173,2,2,1,2.5,26,6
2,3,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Male,2,1,1,5.334,7.632,1,2,2,2.625,20,2
2,1,Syria,0,Original,1,Extra Innocuous,0,0,1,1,1,Female,1,1,1,342.622,44.691,5,2,2,3.375,25,3
3,4,Syria,0,Original,1,Extra Innocuous,0,0,1,1,0,Female,1,2,1,7.811,39.602,5,2,0,3.5,21,3
1,3,Syria,0,Original,0,Extra Non-Innocuous,1,1,1,1,1,Male,1,2,2,112.589,42.701,4,2,1,2.5,22,3
2,3,Malaguay,1,Reduced,0,Original,1,1,0,1,1,Female,4,1,0,67.6,18.386,1,0,2,2.875,26,5
1,4,No-Name,1,Reduced,0,Original,0,1,0,0,1,Female,2,3,0,6.029,9.573,0,0,0,2.125,29,6
2,3,No-Name,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Female,1,2,2,21.443,24.109,2,3,1,3,25,4
2,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,3,1,2,101.946,3369.363,1,3,2,3,25,5
2,2,No-Name,1,Reduced,1,Original,0,0,0,1,0,Female,1,3,0,116.997,16.843,1,1,2,3.125,25,5
2,2,Malaguay,0,Original,0,Extra Innocuous,1,1,1,0,1,Female,4,4,1,107.264,106.12,2,1,1,2.875,26,8
3,3,Syria,1,Reduced,1,Extra Non-Innocuous,1,0,1,1,1,Male,1,2,2,131.546,63.405,4,3,0,3,23,3
2,3,Bolivia,0,Original,0,Original,0,0,0,1,1,Female,2,1,0,8.647,14.192,4,1,2,3.375,19,3
2,3,Syria,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,1,Female,1,3,2,15.815,49.121,3,2,0,3,21,4
1,4,Bolivia,0,Original,1,Extra Innocuous,0,0,1,0,1,Male,1,1,1,10.89,2.682,4,2,0,2.875,29,6
2,4,Malaguay,0,Original,0,Original,0,0,0,0,1,Female,1,2,0,57.327,17.32,3,1,2,2.125,24,2
3,1,No-Name,1,Reduced,1,Original,0,1,0,0,1,Female,1,4,0,86.446,21.115,0,0,0,3,26,2
4,3,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,1,1,Female,1,4,1,57.358,25.016,1,1,1,3,22,5
3,1,Syria,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,2,3,1,90.937,264.834,3,1,0,3,22,3
2,1,Syria,1,Reduced,0,Original,0,1,0,0,0,Female,1,3,0,27.242,4.879,3,0,1,2.25,20,2
2,2,No-Name,0,Original,1,Extra Non-Innocuous,1,0,1,1,1,Male,7,3,2,154.807,116.05,2,3,1,3.5,24,5
3,3,Syria,1,Reduced,1,Extra Innocuous,1,0,1,1,0,Male,1,1,1,78.893,5.39,4,2,1,2.875,23,3
1,4,No-Name,0,Original,0,Extra Innocuous,0,1,1,0,1,Male,2,2,1,21.599,10.38,1,1,1,3,20,2
1,1,Malaguay,0,Original,1,Original,0,1,0,1,1,Male,1,3,0,44.418,20.913,2,0,0,3.75,24,2
1,1,Syria,1,Reduced,1,Original,1,1,0,0,0,Male,1,1,0,2.353,4.833,3,0,2,2.5,24,5
1,1,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,1,Female,1,1,2,111.486,77.419,2,2,2,3.125,25,5
1,1,No-Name,0,Original,1,Extra Innocuous,0,0,1,0,1,Female,2,4,1,19.101,250.658,2,2,1,3.125,21,2
2,4,Bolivia,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,1,2,1,5.086,2.85,2,1,1,3,19,4
2,3,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Female,5,1,2,133.374,66.122,3,3,2,3.5,23,3
2,3,No-Name,0,Original,0,Original,1,0,0,0,0,Female,3,1,0,12.969,30.765,2,1,2,3.5,23,2
1,3,No-Name,0,Original,0,Original,0,0,0,0,1,Female,1,1,0,12.708,54.401,2,1,0,2.375,21,2
2,3,Malaguay,0,Original,0,Extra Non-Innocuous,0,1,1,0,1,Female,2,3,2,8.612,6.838,2,2,1,2.5,21,2
2,3,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Male,3,2,1,3.168,2.945,1,2,1,3.25,27,2
3,4,Bolivia,0,Original,0,Original,0,0,0,1,1,Female,1,3,0,159.412,13.275,4,1,0,2.5,26,2
4,4,Syria,1,Reduced,1,Original,1,1,0,1,0,Male,2,1,0,121.41,16.909,3,0,1,2.75,25,5
2,4,Malaguay,0,Original,1,Extra Non-Innocuous,1,0,1,0,1,Male,1,1,2,51.482,4.748,3,3,1,2.125,22,2
2,4,Bolivia,1,Reduced,1,Original,0,1,0,1,0,Male,1,1,0,6.037,8.99,2,0,0,3.125,24,7
2,3,Syria,0,Original,0,Extra Non-Innocuous,1,0,1,1,0,Female,1,4,2,148.651,49.538,5,3,0,2.75,24,5
2,4,Bolivia,1,Reduced,1,Extra Innocuous,0,1,1,1,0,Male,1,1,1,11.34,8.032,2,1,1,3.125,23,2
1,3,No-Name,0,Original,1,Original,1,1,0,0,0,Female,1,1,0,8.796,20.757,1,0,1,3.625,20,3
2,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,1,Female,2,1,2,12.095,4.978,2,3,0,2.5,26,5
1,4,Bolivia,0,Original,0,Extra Innocuous,1,1,1,0,0,Male,2,1,1,4.149,3.433,3,1,1,3.75,20,8
1,1,No-Name,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Male,1,1,2,88.827,55.928,1,2,2,NA,68,5
2,4,Malaguay,1,Reduced,1,Original,0,0,0,0,1,Female,1,2,0,16.885,9.777,2,1,1,3.25,20,3
1,1,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,1,Female,7,1,1,3.969,3.42,1,2,1,NA,20,4
1,4,Bolivia,0,Original,0,Original,0,1,0,0,1,Male,1,1,0,2.947,17.052,3,0,0,1.375,23,5
2,1,Syria,1,Reduced,0,Extra Innocuous,1,1,1,0,0,Female,4,1,1,10.373,30.396,3,1,1,1.75,59,5
2,4,Syria,1,Reduced,0,Original,0,0,0,0,0,Female,2,3,0,9.808,6.453,4,1,2,2.875,23,2
1,2,Bolivia,0,Original,1,Extra Innocuous,0,1,1,0,1,Female,3,3,1,11.777,22.067,3,1,2,2.75,19,3
2,3,No-Name,1,Reduced,0,Extra Innocuous,1,0,1,1,0,Female,1,1,1,19.202,15.536,1,2,0,3.25,20,2
1,3,Bolivia,0,Original,1,Original,1,1,0,0,1,Male,1,2,0,4.123,2.127,3,0,0,3.125,21,3
2,4,Syria,1,Reduced,0,Original,0,0,0,1,1,Female,1,2,0,124.827,35.159,4,1,1,3.125,19,3
1,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,3,2,25.883,19.965,2,3,1,3.25,19,3
2,4,No-Name,1,Reduced,0,Original,1,1,0,0,0,Male,4,1,0,15.898,12.776,0,0,2,3.375,26,5
2,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Female,2,1,2,3.923,3.045,4,3,1,3.5,22,5
2,2,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Male,1,4,1,27.42,35.723,1,1,1,2.75,23,3
2,1,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,4,2,67.387,8.24,3,3,1,2.875,51,5
1,3,Syria,0,Original,1,Extra Innocuous,1,0,1,0,0,Female,1,2,1,31.55,47.674,5,2,1,2.5,54,4
1,4,No-Name,0,Original,1,Original,1,1,0,1,1,Female,1,3,0,2.248,20.544,1,0,1,2.25,42,5
2,3,Syria,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Female,7,3,1,18.953,54.442,4,2,1,3.5,34,2
2,3,Bolivia,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,2,2,3.768,6.028,4,3,1,3,52,3
1,3,Bolivia,1,Reduced,1,Extra Non-Innocuous,1,0,1,0,0,Female,1,1,2,156.75,104.318,3,3,1,3.375,39,3
1,2,No-Name,0,Original,1,Extra Non-Innocuous,1,1,1,1,0,Female,1,1,2,90.442,35.774,1,2,2,3,47,5
3,4,Malaguay,1,Reduced,1,Extra Innocuous,1,1,1,0,0,Female,1,2,1,232.87,17.498,1,1,0,4.25,50,5
1,2,No-Name,0,Original,1,Original,0,1,0,1,1,Female,1,3,0,118.484,27.908,1,0,1,2.375,47,5
4,2,Syria,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Female,1,1,2,3.695,18.316,3,2,1,2.875,53,4
2,4,No-Name,0,Original,1,Extra Innocuous,0,0,1,0,0,Male,1,2,1,16.495,21.891,2,2,2,3.125,45,4
2,3,Syria,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Female,2,3,2,9.443,210.783,4,2,0,2.75,31,5
1,1,Bolivia,1,Reduced,0,Original,0,1,0,1,1,Female,1,1,0,53.601,12.955,2,0,1,3,30,3
1,4,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Male,1,1,1,44.057,37.089,3,2,1,3.25,52,3
4,1,Syria,0,Original,0,Original,0,0,0,1,0,Male,3,2,0,6.49,11.531,5,1,1,2.625,35,5
1,4,No-Name,0,Original,0,Extra Innocuous,0,0,1,1,1,Female,1,1,1,7.73,6.774,2,2,1,3,32,2
1,3,No-Name,1,Reduced,0,Original,0,0,0,1,1,Female,1,1,0,220.514,20.978,1,1,1,3.375,34,5
1,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Female,1,1,2,104.478,48.236,3,3,0,2.5,50,5
3,1,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,0,1,Male,1,1,2,6.855,4.859,3,2,1,4.375,56,1
1,2,Syria,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,1,Female,1,3,2,52.342,40.16,3,2,2,3.375,47,2
1,3,Syria,0,Original,0,Original,0,0,0,1,1,Male,1,4,0,32.024,12.459,5,1,0,2.25,35,5
4,3,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,0,0,Male,1,1,1,5.702,3.859,1,1,0,1.875,NA,1
2,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Female,1,2,2,54.966,41.297,1,2,2,2.5,28,5
2,4,Bolivia,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Female,3,4,2,3.639,3.849,4,3,1,3.5,37,4
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,1,Female,1,3,2,251.438,107.625,1,2,0,2.75,55,2
1,3,No-Name,1,Reduced,0,Extra Innocuous,1,1,1,0,0,Female,2,1,1,3.49,4.326,0,1,2,3,76,2
2,3,Syria,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,0,Female,2,4,2,3.677,58.301,3,2,1,2.625,40,4
2,4,Syria,0,Original,1,Extra Non-Innocuous,0,0,1,0,1,Male,1,3,2,4.464,4.292,5,3,1,3.125,41,2
2,4,Syria,1,Reduced,0,Original,1,0,0,0,0,Male,1,1,0,13.584,5.093,4,1,1,3,54,5
1,4,Syria,0,Original,0,Original,0,1,0,0,0,Female,1,3,0,80.904,4.804,4,0,2,3.625,45,4
2,3,Malaguay,0,Original,0,Extra Innocuous,0,0,1,1,1,Female,1,2,1,143.531,220.855,3,2,2,3.875,44,5
1,2,No-Name,0,Original,1,Extra Innocuous,0,1,1,0,0,Female,4,4,1,3.852,69.729,1,1,2,3.375,51,5
2,1,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,2,1,1,89.978,42.142,1,1,1,3.875,27,5
1,2,Bolivia,0,Original,1,Original,0,0,0,1,0,Male,1,1,0,61.189,14.781,4,1,2,3.875,27,6
1,3,No-Name,0,Original,0,Original,0,0,0,0,0,Female,1,3,0,41.001,46.718,2,1,1,3,29,3
3,4,Malaguay,0,Original,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,1,2,104.647,49.418,2,2,1,3.125,29,5
1,2,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Female,1,1,2,60.527,12.995,3,3,1,2.625,44,5
1,4,Malaguay,1,Reduced,0,Original,1,0,0,0,0,Female,1,1,0,88.283,22.277,2,1,1,3.5,51,2
2,3,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Male,1,3,1,4.778,5.729,1,1,1,3.25,34,2
2,3,No-Name,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Male,1,3,2,53.3,61.948,1,2,1,3.375,52,5
2,2,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,1,0,Female,1,1,1,61.88,99.063,1,1,1,3.5,39,5
2,4,No-Name,1,Reduced,1,Original,0,0,0,0,1,Female,1,2,0,5.051,2.57,1,1,1,3.875,35,5
2,3,Bolivia,1,Reduced,1,Extra Innocuous,0,1,1,0,0,Male,1,3,1,66.956,6.18,2,1,2,3.25,49,5
3,4,Malaguay,1,Reduced,1,Original,1,1,0,1,0,Male,1,3,0,143.142,22.139,1,0,0,2.875,54,3
1,2,No-Name,0,Original,0,Original,0,1,0,1,1,Female,1,3,0,105.73,17.107,1,0,1,2.375,36,5
3,3,Syria,0,Original,0,Extra Innocuous,0,0,1,0,0,Female,1,1,1,111.303,2.785,5,2,1,2.25,40,5
1,3,Malaguay,0,Original,0,Extra Non-Innocuous,1,1,1,1,0,Female,1,2,2,64.817,62.451,2,2,0,2.75,47,5
3,1,Bolivia,0,Original,0,Extra Innocuous,0,0,1,1,1,Female,1,1,1,167.028,51.827,4,2,1,2.125,53,2
2,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,1,Female,1,2,2,11.641,3.475,2,2,1,2.25,49,2
1,4,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,0,0,Male,1,1,1,23.742,41.141,1,1,1,2.75,53,2
2,4,Syria,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,68.679,21.534,4,1,2,3.625,29,2
1,3,Syria,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Male,3,1,2,26.409,37.154,5,3,1,3.5,52,3
1,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Female,1,2,2,62.835,43.732,4,3,1,NA,48,3
2,3,Syria,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Female,1,2,1,3.712,12.225,4,2,2,3.625,31,5
3,1,Bolivia,1,Reduced,0,Original,1,0,0,0,0,Female,1,2,0,1520.36,33.531,3,1,0,2.75,39,3
2,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,1,Female,1,2,2,12.802,9.429,4,3,1,3,45,5
1,2,No-Name,0,Original,1,Extra Innocuous,1,1,1,0,0,Female,1,3,1,14.387,7.688,1,1,1,3.25,48,3
2,4,No-Name,1,Reduced,0,Original,0,0,0,0,0,Male,1,1,0,19.752,11.316,1,1,1,3.25,38,5
3,3,No-Name,0,Original,1,Extra Innocuous,1,1,1,1,0,Female,1,1,1,175.596,47.481,1,1,1,4,44,3
1,3,Bolivia,0,Original,0,Original,0,1,0,1,0,Male,1,3,0,90.98,17.569,3,0,2,3.625,33,2
2,3,Malaguay,0,Original,0,Original,0,1,0,0,0,Female,1,3,0,5.14,3.682,2,0,0,3,41,3
3,2,Bolivia,0,Original,0,Extra Innocuous,1,1,1,1,0,Female,1,1,1,26.146,62.973,3,1,0,3.125,34,2
1,4,Bolivia,0,Original,0,Extra Non-Innocuous,1,1,1,0,0,Female,1,3,2,4.501,83.136,3,2,0,3.75,30,2
1,2,Bolivia,0,Original,0,Extra Non-Innocuous,0,0,1,0,1,Male,3,1,2,5.129,4.196,4,3,0,3.25,53,1
3,3,Malaguay,0,Original,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,2,2,32.762,64.742,2,2,2,3.375,50,3
2,3,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,2,1,1,120.686,36.714,3,2,1,2.875,36,3
4,4,No-Name,0,Original,0,Extra Innocuous,0,0,1,0,1,Female,1,2,1,94.526,71.52,2,2,2,4,32,2
3,3,No-Name,1,Reduced,1,Original,1,0,0,1,0,Male,1,1,0,9.587,15.238,1,1,2,4,38,8
2,3,Malaguay,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,2,1,1,68.617,85.691,2,1,1,2.75,54,5
4,3,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,1,3,1,85.648,65.39,1,1,0,3,48,2
2,3,Syria,1,Reduced,1,Extra Innocuous,1,0,1,1,1,Female,1,2,1,322.459,77.471,4,2,1,3.375,54,5
2,4,Malaguay,0,Original,0,Original,1,1,0,0,0,Female,1,3,0,8.767,30.357,2,0,0,3,30,2
4,4,Syria,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Female,7,2,2,64.2,26.29,5,3,1,3.625,50,5
1,3,No-Name,1,Reduced,0,Original,0,0,0,1,1,Female,1,3,0,90.889,23.518,1,1,1,3.125,54,3
2,3,Syria,1,Reduced,1,Original,0,0,0,0,0,Female,2,1,0,21.901,10.401,4,1,2,3.5,33,2
2,1,Bolivia,0,Original,0,Original,0,0,0,0,0,Female,2,1,0,21.661,16.154,4,1,0,2.375,29,2
3,2,Syria,0,Original,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,3,2,77.076,49.287,4,2,1,3,45,3
4,4,No-Name,1,Reduced,0,Original,0,1,0,1,1,Female,1,2,0,219.315,124.385,0,0,1,3.375,49,3
2,3,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Female,1,2,1,96.527,65.491,1,2,2,2.625,53,2
2,4,Syria,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,1,3,1,36.718,17.921,4,2,1,3.25,29,6
3,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,4,2,3.648,4.773,0,2,0,3.25,28,1
1,2,Syria,0,Original,0,Original,0,0,0,1,0,Male,1,3,0,21.391,34.031,5,1,2,2.875,39,3
2,1,No-Name,1,Reduced,0,Original,0,1,0,1,1,Female,1,3,0,318.353,844.617,0,0,1,3.75,55,4
4,3,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Female,1,2,2,26.387,26.973,0,2,0,3.25,32,2
2,3,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,0,0,Female,1,2,1,4.479,9.722,3,2,2,NA,49,2
3,3,Bolivia,1,Reduced,1,Extra Innocuous,0,0,1,1,0,Male,3,1,1,109.564,61.092,3,2,0,3,49,2
2,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,0,1,0,1,Female,2,3,2,12.775,65.648,2,3,0,2.875,22,5
3,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,1,2,68.965,37.205,2,3,0,2.625,55,2
4,4,Syria,0,Original,0,Original,1,1,0,0,0,Female,1,3,0,32.702,24.492,4,0,0,NA,55,3
2,4,No-Name,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Male,3,1,2,46.595,4.474,1,2,1,3.125,51,1
1,3,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,0,0,Male,2,1,1,16.219,15.845,2,2,0,3.75,45,2
2,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Female,1,3,2,29.928,32.972,2,2,1,2.75,28,4
3,3,No-Name,0,Original,0,Extra Non-Innocuous,1,1,1,0,0,Female,1,2,2,123.167,30.856,1,2,1,2.875,51,2
2,3,Bolivia,1,Reduced,1,Extra Innocuous,1,1,1,0,0,Female,1,3,1,26.256,26.224,2,1,1,2.875,41,4
1,3,Malaguay,0,Original,0,Extra Innocuous,0,0,1,0,0,Female,2,1,1,5.848,24.864,3,2,1,2.375,31,2
2,1,Syria,0,Original,1,Extra Innocuous,0,0,1,0,1,Female,1,4,1,6.754,34.4,5,2,0,3.5,32,4
2,4,Malaguay,0,Original,1,Original,0,0,0,1,1,Female,1,4,0,148.761,16.032,3,1,0,3,32,2
2,1,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Female,1,4,2,30.3,48.951,4,3,0,3.5,55,2
2,2,Bolivia,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Male,1,3,1,47.78,38.246,2,1,2,3.125,46,3
3,4,Syria,0,Original,0,Original,0,1,0,1,1,Female,1,2,0,89.075,18.819,4,0,0,NA,56,2
2,1,No-Name,1,Reduced,0,Original,0,1,0,0,0,Female,1,2,0,33.659,15.122,0,0,1,NA,50,2
4,1,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Female,1,3,1,75.658,65.064,3,1,2,2.75,48,2
2,2,No-Name,0,Original,1,Original,0,1,0,0,1,Female,1,4,0,109.199,38.138,1,0,1,NA,47,4
2,4,Syria,1,Reduced,1,Original,1,1,0,0,0,Female,1,2,0,74.27,18.752,3,0,1,2.375,51,3
2,1,Malaguay,0,Original,1,Original,0,0,0,1,1,Female,1,2,0,133.654,17.532,3,1,1,2.5,40,2
3,4,Syria,1,Reduced,0,Original,1,1,0,0,1,Female,2,1,0,54.564,16.463,3,0,2,3.75,32,2
1,4,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,1,1,1,83.711,58.44,2,2,1,NA,51,2
1,4,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,0,0,Male,1,2,1,135.912,370.166,2,2,2,2.625,54,2
2,4,Malaguay,0,Original,1,Original,1,1,0,1,0,Male,1,4,0,75.254,36.783,2,0,0,NA,54,3
1,4,No-Name,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Female,1,1,2,135.208,45.307,2,3,2,2.25,55,3
2,4,Malaguay,1,Reduced,0,Original,0,0,0,1,1,Female,1,2,0,125.752,42.079,2,1,2,NA,54,2
2,2,No-Name,1,Reduced,0,Original,0,1,0,1,1,Female,1,2,0,115.264,54.781,0,0,1,3.375,54,3
2,2,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Female,1,1,1,143.245,94.371,3,1,2,3.25,54,3
2,2,No-Name,1,Reduced,1,Original,0,1,0,0,1,Female,1,4,0,42.807,15.931,0,0,1,NA,32,1
2,4,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Female,1,2,1,16.53,3.747,1,2,1,3.5,41,3
2,4,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,0,Male,1,3,2,6.976,5.444,3,2,1,NA,36,3
1,3,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Female,1,1,2,200.493,104.604,3,3,2,NA,40,2
3,3,No-Name,0,Original,1,Original,0,0,0,0,1,Female,3,1,0,32.227,13.028,2,1,1,2.75,21,2
1,4,No-Name,1,Reduced,1,Extra Innocuous,1,0,1,1,1,Male,2,2,1,15.452,9.051,1,2,1,NA,33,3
1,3,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,0,1,Female,3,1,2,21.928,84.744,4,3,1,3.25,44,3
1,3,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,1,1,Female,1,3,1,56.266,34.488,1,1,1,NA,55,4
3,2,Syria,0,Original,1,Extra Innocuous,0,1,1,1,1,Female,2,2,1,227.162,62.218,4,1,2,3,47,4
1,3,Malaguay,0,Original,0,Original,0,0,0,0,1,Male,7,3,0,184.977,22.255,3,1,2,3.25,47,5
1,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Female,1,3,2,148.489,67.329,4,3,2,NA,53,5
2,4,No-Name,0,Original,1,Extra Innocuous,0,0,1,0,1,Female,1,2,1,34.167,12.127,2,2,1,3.125,55,4
2,4,Syria,0,Original,0,Original,0,0,0,1,0,Female,7,3,0,4.371,6.941,5,1,0,3.5,53,4
2,1,Bolivia,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Female,1,3,1,112.278,61.131,2,1,2,NA,46,5
2,1,Malaguay,0,Original,1,Original,0,0,0,1,1,Female,1,3,0,389.151,74.167,3,1,0,3.625,52,3
2,1,Malaguay,1,Reduced,0,Original,0,0,0,1,0,Female,1,1,0,8.395,9.42,2,1,0,2.75,48,3
4,2,Bolivia,1,Reduced,1,Extra Innocuous,1,1,1,1,0,Female,1,2,1,80.964,67.053,2,1,1,2.625,38,3
2,3,Malaguay,0,Original,0,Original,0,1,0,1,1,Female,1,1,0,271.946,21.693,2,0,1,2.75,44,2
1,3,Syria,0,Original,0,Extra Innocuous,1,1,1,0,1,Male,1,3,1,56.563,39.346,4,1,0,2.375,44,2
3,3,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,1,1,Female,1,4,2,94.66,29.962,3,2,2,2.5,33,2
2,2,Bolivia,0,Original,1,Extra Non-Innocuous,1,1,1,NA,0,Male,4,1,2,3.161,9.371,3,2,1,NA,30,2
4,1,No-Name,1,Reduced,1,Original,0,0,0,1,1,Male,2,3,0,34.601,18.218,1,1,1,3.625,51,2
4,4,Malaguay,0,Original,1,Extra Innocuous,0,0,1,1,0,Female,1,4,1,680.377,206.74,3,2,0,2.75,45,2
3,2,Malaguay,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,1,4,1,11.503,18.207,2,1,0,2,32,3
1,4,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Female,1,2,1,20.916,456.968,2,2,0,3.125,41,3
2,2,No-Name,1,Reduced,0,Original,0,0,0,1,1,Male,1,3,0,129.779,27.409,1,1,0,3.5,49,2
3,4,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Female,1,3,2,8.045,20.329,3,2,2,NA,52,4
2,3,Bolivia,0,Original,0,Original,1,1,0,1,0,Female,1,1,0,182.622,20.794,3,0,1,3,50,2
2,4,Syria,0,Original,1,Extra Innocuous,1,0,1,0,0,Female,2,1,1,5.067,15.115,5,2,1,NA,45,2
2,2,Malaguay,1,Reduced,1,Extra Innocuous,0,0,1,0,1,Female,1,4,1,3.893,10.517,2,2,0,NA,30,2
2,2,No-Name,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,2.794,17.842,2,3,2,3.25,35,3
2,3,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,0,0,Female,1,1,1,46.203,42.29,2,2,2,NA,49,3
2,3,No-Name,1,Reduced,1,Original,1,1,0,1,0,Female,1,2,0,181.62,15.145,0,0,1,NA,31,5
2,4,Bolivia,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Female,1,3,2,14.699,48.487,3,2,1,3,59,1
1,1,Bolivia,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Female,1,1,2,28.799,27.079,3,2,1,NA,53,4
