statesabbrev,dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf
OK,0.04800000041723251,0.03999999910593033,-0.06833239644765854,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0036,20.7452,0.3869999945163727
MD,0.3970000147819519,0.19900000095367432,-0.09715420007705688,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.3168,7.6816,0.3869999945163727
NY,-0.5,-0.2750000059604645,-0.05873839929699898,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7051000000000001,6.6572000000000005,0.3869999945163727
AR,0.5,0.5,0.07206039875745773,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.1235,0,0.3869999945163727
ME,-0.13199999928474426,-0.1850000023841858,-0.017756199464201927,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1864,24.750899999999998,0.3869999945163727
CA,-0.052000001072883606,-0.24899999797344208,-0.17724740505218506,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2082000000000002,23.2164,0.3869999945163727
CO,0.0020000000949949026,0.05700000002980232,-0.10715489834547043,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.4895,22.918,0.3869999945163727
NY,0.3109999895095825,0.30799999833106995,-0.0037575000897049904,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8770000000000002,0,0.3869999945163727
PA,-0.0430000014603138,-0.24899999797344208,-0.08971820026636124,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0119,0.3869999945163727
LA,0.5,0.5,-0.06795889884233475,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.3869999945163727
NM,-0.125,-0.009999999776482582,-0.0706854984164238,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4737,17.8309,0.3869999945163727
NE,-0.08100000023841858,-0.28700000047683716,-0.191641703248024,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4592,17.587600000000002,0.3869999945163727
UT,0.02500000037252903,-0.020999999716877937,-0.30687370896339417,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.531299999999998,23.220599999999997,0.3869999945163727
GA,0.5,0.2460000067949295,0.1529196947813034,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.7743,4.4033999999999995,0.3869999945163727
NC,0.03400000184774399,-0.03500000014901161,-0.030892599374055862,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.5696,24.9389,0.3869999945163727
CA,0.17800000309944153,0.14399999380111694,0.1319108009338379,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47.5135,0.3554,0.3869999945163727
AL,0.5,0.5,0.031721100211143494,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6495000000000002,0,0.3869999945163727
OK,0.5,0.5,-9.269000147469342e-4,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.1666,0,0.3869999945163727
OK,0.0989999994635582,0.08399999886751175,-0.19451770186424255,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.364600000000003,15.356,0.3869999945163727
MN,0.12300000339746475,0.2240000069141388,0.1589999943971634,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.345699999999999,0,0.3869999945163727
AZ,-0.20999999344348907,-0.2750000059604645,-0.19773529469966888,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6306,14.375899999999998,0.3869999945163727
NJ,0.029999999329447746,-0.02199999988079071,-0.13783049583435059,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6781,41.1986,0.3869999945163727
NY,-0.03999999910593033,-0.16699999570846558,-0.11892429739236832,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.627000000000001,11.2581,0.3869999945163727
CT,-0.08399999886751175,-0.12600000202655792,-0.09019389748573303,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5631,22.0183,0.3869999945163727
NY,0.5,0.5,0.16835789382457733,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5482,0,0.3869999945163727
PA,-0.26499998569488525,-0.2709999978542328,-0.08356890082359314,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8582,0.3869999945163727
KY,0.1770000010728836,0.14800000190734863,0.08535200357437134,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.467400000000001,1.8449000000000002,0.3869999945163727
NJ,-0.11100000143051147,-0.07699999958276749,-0.11160740256309509,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2057,11.109300000000001,0.3869999945163727
SC,0.3199999928474426,0.10300000011920929,0.01071459986269474,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.825499999999998,6.604699999999999,0.3869999945163727
MO,0.15299999713897705,-0.052000001072883606,-0.04405910149216652,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5455,28.2494,0.3869999945163727
SC,0.5,-0.017999999225139618,0.047297701239585876,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2508,27.7856,0.3869999945163727
FL,0.5,0.21799999475479126,-0.04985079914331436,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.340999999999999,0.0056,0.3869999945163727
MI,0.013000000268220901,0.024000000208616257,-0.09827040135860443,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8945,58.6342,0.3869999945163727
CA,-0.13699999451637268,-0.2630000114440918,-0.26643410325050354,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6369,14.805699999999998,0.3869999945163727
CT,0.023000000044703484,0.004000000189989805,-0.1141434982419014,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.056999999999999,5.3568,0.3869999945163727
NJ,0.2980000078678131,0.27799999713897705,-0.022367600351572037,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2656,2.3165,0.3869999945163727
MA,0.5,0.01899999938905239,0.01394519954919815,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,44.6826,13.2513,0.3869999945163727
LA,0.0010000000474974513,0.5,-0.05129779875278473,1980,0,1,0,0,0,0,1,0,1,0,0,0,0,1,69.3859,0,0.3869999945163727
MI,-0.04899999871850014,-0.1599999964237213,-0.04525979980826378,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8824,12.1198,0.3869999945163727
AZ,0.035999998450279236,0.09000000357627869,-0.09491170197725296,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8173,69.69539999999999,0.3869999945163727
CT,0.19900000095367432,0.03400000184774399,-0.048024799674749374,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.7408,15.1951,0.3869999945163727
WI,0.2370000034570694,0.2759999930858612,0.1563996970653534,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,0.11069999999999999,0.3869999945163727
PA,0.2160000056028366,0.20200000703334808,0.057317301630973816,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.918000000000001,0.0619,0.3869999945163727
TX,0.2630000114440918,0.10400000214576721,-0.01199719961732626,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3661,7.8866,0.3869999945163727
NY,0.014999999664723873,-0.013000000268220901,-0.1265593022108078,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0061,25.6065,0.3869999945163727
NC,0.29499998688697815,0.23399999737739563,0.0701150968670845,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8370000000000002,0.6919,0.3869999945163727
MA,0.5,0.5,-0.006239499896764755,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0806,0,0.3869999945163727
MN,-0.15700000524520874,-0.25600001215934753,-0.010355900041759014,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2308,0.3869999945163727
MN,0.5,0.2150000035762787,0.1164667010307312,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8096,1.8672999999999997,0.3869999945163727
LA,0.5,0.5,-0.012488099746406078,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.9822,0,0.3869999945163727
MN,-0.04100000113248825,-0.020999999716877937,-0.04960149899125099,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3893,26.7705,0.3869999945163727
MT,-0.0689999982714653,-0.09099999815225601,-0.14914080500602722,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6698999999999997,21.0728,0.3869999945163727
CT,0.09200000017881393,-0.028999999165534973,-0.06407079845666885,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30.205399999999997,18.579900000000002,0.3869999945163727
NJ,0.164000004529953,0.08299999684095383,-0.10031910240650177,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6832,14.177600000000002,0.3869999945163727
IA,0.08900000154972076,0.10199999809265137,-0.11172100156545639,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4334,30.932499999999997,0.3869999945163727
WI,0.04500000178813934,0.06800000369548798,-0.04299439862370491,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2364,7.576600000000001,0.3869999945163727
MS,0.42399999499320984,0.5,-0.017093200236558914,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9909000000000001,0,0.3869999945163727
TX,0.5,0.19900000095367432,0.0023195999674499035,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2905,0.8516,0.3869999945163727
IL,0.3630000054836273,0.35100001096725464,0.32701680064201355,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1773,0.7255,0.3869999945163727
IN,0.10899999737739563,0.04100000113248825,-0.18815739452838898,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0192,5.3426,0.3869999945163727
SD,0.0010000000474974513,0.15800000727176666,-0.11457890272140503,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.9493,8.5955,0.3869999945163727
NY,0.3070000112056732,0.3449999988079071,0.28841298818588257,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.137,0.1622,0.3869999945163727
AZ,-0.1509999930858612,-0.12600000202655792,-0.21991010010242462,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.3345,22.866300000000003,0.3869999945163727
IA,0.1469999998807907,0.03999999910593033,-0.01764569990336895,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7813,24.0518,0.3869999945163727
NE,0.023000000044703484,-0.04800000041723251,-0.17009200155735016,1980,0,0,0,1,0,0,1,0,1,0,0,0,0,0,15.3539,32.9671,0.3869999945163727
OH,0.23899999260902405,0.07199999690055847,-0.021827900782227516,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,35.4048,47.9874,0.3869999945163727
MD,0.5,0.38499999046325684,0.38776591420173645,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4567,0,0.3869999945163727
MI,0.2919999957084656,0.42500001192092896,0.43531009554862976,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.3619,0,0.3869999945163727
CA,-0.27300000190734863,-0.29600000381469727,-0.06817469745874405,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7102,8.4861,0.3869999945163727
IN,0.023000000044703484,0.0020000000949949026,-0.15581239759922028,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.682799999999997,52.5853,0.3869999945163727
CA,0.1679999977350235,0.029999999329447746,0.030595699325203896,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0503,48.414,0.3869999945163727
PA,0.07599999755620956,0.19900000095367432,0.12755000591278076,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.5071,11.278,0.3869999945163727
NY,-0.0729999989271164,-0.0729999989271164,-0.1347920000553131,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0143,14.796600000000002,0.3869999945163727
TX,0.006000000052154064,0.010999999940395355,-0.03790999948978424,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.0681,44.7568,0.3869999945163727
IN,0.3059999942779541,0.2199999988079071,0.07036539912223816,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3867,0,0.3869999945163727
IL,0.24199999868869781,0.14399999380111694,0.004727100022137165,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1747,2.3683,0.3869999945163727
MA,0.2280000001192093,0.257999986410141,0.0026233000680804253,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8533,0,0.3869999945163727
PA,-0.14000000059604645,-0.0010000000474974513,-0.03146740049123764,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.043000000000001,17.205199999999998,0.3869999945163727
IL,-0.20600000023841858,-0.15800000727176666,-0.12438619881868362,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9724,13.214699999999999,0.3869999945163727
MA,0.5,0.23199999332427979,-0.05854260176420212,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8937,4.7490000000000006,0.3869999945163727
FL,0.05299999937415123,0.0949999988079071,-0.1114605963230133,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.5173,18.8846,0.3869999945163727
OH,0.1509999930858612,0.1379999965429306,-0.0654745027422905,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2349,0.5966,0.3869999945163727
TX,0.11500000208616257,-0.017999999225139618,0.03614100068807602,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4253,80.0343,0.3869999945163727
PA,0.024000000208616257,0.17100000381469727,0.012276800349354744,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1196,4.4143,0.3869999945163727
GA,0.26899999380111694,0.18000000715255737,0.06448730081319809,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.5012,0,0.3869999945163727
TN,0.2290000021457672,0.27300000190734863,-0.014288900420069695,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6918999999999995,0,0.3869999945163727
CA,-0.0560000017285347,-0.12600000202655792,-0.11966480314731598,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5486,23.5364,0.3869999945163727
NC,0.09000000357627869,0.08500000089406967,-0.03840649873018265,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9821,1.8530000000000002,0.3869999945163727
IL,0.2370000034570694,0.1979999989271164,0.00979200005531311,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9436,0,0.3869999945163727
GA,0.2549999952316284,0.23999999463558197,0.1336216926574707,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1037,4.8856,0.3869999945163727
IL,-0.5,-0.23399999737739563,-0.11905139684677124,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8384,0.3869999945163727
NY,0.20600000023841858,0.017000000923871994,-0.047100599855184555,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5458,16.1803,0.3869999945163727
CA,-0.24699999392032623,-0.3149999976158142,-0.121253602206707,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7504,0.3869999945163727
IN,0.0729999989271164,0.0729999989271164,-0.06587719917297363,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9581000000000004,38.9232,0.3869999945163727
CA,0.11400000005960464,0.24300000071525574,-0.09573719650506973,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5475,1.1995,0.3869999945163727
MO,0.06400000303983688,0.14399999380111694,-0.08137229830026627,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.9633,9.481100000000001,0.3869999945163727
MN,0.05299999937415123,-0.027000000700354576,-0.05074770003557205,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.610599999999998,46.152300000000004,0.3869999945163727
MN,0.07999999821186066,0.09099999815225601,0.11286880075931549,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.755600000000001,32.4345,0.3869999945163727
CO,0.12399999797344208,0.11299999803304672,-0.018699999898672104,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1299,12.924299999999999,0.3869999945163727
NJ,0.37299999594688416,0.3659999966621399,0.2684065103530884,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2925,0,0.3869999945163727
KY,-0.2919999957084656,-0.17499999701976776,-0.11649280041456223,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8544,31.172000000000004,0.3869999945163727
MO,0.24699999392032623,0.06499999761581421,-0.07550229877233505,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.7635,19.679,0.3869999945163727
SD,-0.05999999865889549,-0.08399999886751175,-0.20021849870681763,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.6776,21.897,0.3869999945163727
PA,0.33799999952316284,0.5,0.3579343855381012,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.2192,0,0.3869999945163727
CA,0.07400000095367432,0.0860000029206276,0.1206727996468544,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.212799999999998,8.3423,0.3869999945163727
TX,0.13300000131130219,0.5,0.007962600328028202,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.3569,0,0.3869999945163727
NY,0.3009999990463257,0.35100001096725464,0.21949970722198486,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0515,0,0.3869999945163727
OH,-0.0689999982714653,0.026000000536441803,-0.09096399694681168,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9321,13.2072,0.3869999945163727
MD,-0.13500000536441803,0.017000000923871994,-0.05404239892959595,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7558,35.8058,0.3869999945163727
IA,-0.026000000536441803,-0.04500000178813934,-0.05339590087532997,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9815,30.8228,0.3869999945163727
IL,-0.1550000011920929,-0.17399999499320984,-0.2372903972864151,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.153499999999999,31.8791,0.3869999945163727
MA,0.14900000393390656,0.1599999964237213,-0.029227599501609802,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.658699999999996,7.536199999999999,0.3869999945163727
NY,0.5,0.5,0.03791319951415062,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4707,0,0.3869999945163727
NY,-0.5,-0.3160000145435333,-0.023516200482845306,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6418,15.8061,0.3869999945163727
CA,0.15600000321865082,0.16699999570846558,-0.030444899573922157,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1192,0.9865,0.3869999945163727
AL,-0.03999999910593033,-0.12300000339746475,-0.04327879846096039,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3492,11.650400000000001,0.3869999945163727
PA,-0.27000001072883606,-0.26899999380111694,-0.21230930089950562,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4991999999999996,0.3869999945163727
OH,-0.1550000011920929,-0.2630000114440918,-0.08709839731454849,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.440000000000001,0.3869999945163727
MI,-0.21299999952316284,-0.2370000034570694,-0.1514367014169693,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9608000000000001,8.360800000000001,0.3869999945163727
KY,0.5,0.15700000524520874,-0.01667720079421997,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31320000000000003,0.7424999999999999,0.3869999945163727
NY,0.36399999260902405,0.2980000078678131,0.08653590083122253,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21.4996,2.3268,0.3869999945163727
CA,-0.18700000643730164,-0.3659999966621399,-0.23640090227127075,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6003,17.500899999999998,0.3869999945163727
NJ,-0.06300000101327896,-0.10700000077486038,-0.11032649874687195,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1804,12.986799999999999,0.3869999945163727
MD,0.5,0.26100000739097595,0.0961546003818512,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5068,0,0.3869999945163727
MI,0.014999999664723873,0.032999999821186066,-0.11007250100374222,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5147,41.0995,0.3869999945163727
MS,0.18199999630451202,0.12999999523162842,0.0605866014957428,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.126499999999998,10.321200000000001,0.3869999945163727
IL,0.15600000321865082,0.004000000189989805,-0.0938275009393692,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7098,4.2494,0.3869999945163727
FL,0.11599999666213989,-0.04500000178813934,-0.1072281002998352,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.060499999999998,42.1126,0.3869999945163727
CA,-0.05999999865889549,-0.20900000631809235,-0.18391099572181702,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,0.3869999945163727
OH,-0.17399999499320984,-0.2290000021457672,-0.1319873034954071,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1877,18.779,0.3869999945163727
GA,0.5,0.23600000143051147,0.07543279975652695,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24.296,2.5077000000000003,0.3869999945163727
MS,0.11800000071525574,0.19599999487400055,0.031762201339006424,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6912,2.1573,0.3869999945163727
TX,-0.35100001096725464,-0.33399999141693115,-0.2740176022052765,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3877,12.4687,0.3869999945163727
VA,0.03400000184774399,-0.010999999940395355,-0.11078959703445435,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.092000000000002,45.9035,0.3869999945163727
LA,0.5,0.5,0.04164630174636841,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.1673,0,0.3869999945163727
TX,0.20100000500679016,0.20100000500679016,-0.00878289993852377,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0766,1.746,0.3869999945163727
CA,0.5,0.3240000009536743,0.2382155954837799,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3822,1.4919,0.3869999945163727
AR,-0.012000000104308128,-0.28999999165534973,0.019910400733351707,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4919,19.3207,0.3869999945163727
NY,0.08500000089406967,0.054999999701976776,-0.09020639955997467,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.526900000000001,7.3588,0.3869999945163727
NC,0.3009999990463257,0.5,0.02958570048213005,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9126000000000003,0,0.3869999945163727
TX,0.04100000113248825,0.11299999803304672,-0.01997089944779873,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0445,12.6092,0.3869999945163727
CA,0.12399999797344208,-0.003000000026077032,-0.07306049764156342,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5231,58.548199999999994,0.3869999945163727
NM,0.5,-0.02800000086426735,-0.13301409780979156,1980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8.9139,7.950799999999999,0.3869999945163727
OH,-0.210999995470047,-0.22599999606609344,-0.09615539759397507,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3073,0.3869999945163727
WA,-0.1550000011920929,-0.31200000643730164,-0.024355800822377205,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474,4.0045,0.3869999945163727
PA,-0.28700000047683716,-0.2669999897480011,-0.15733039379119873,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1274,4.0643,0.3869999945163727
CA,-0.08100000023841858,-0.05000000074505806,-0.16925719380378723,1980,0,0,0,0,0,0,0,1,1,0,1,0,0,0,36.279199999999996,53.9519,0.3869999945163727
MD,0.164000004529953,0.07400000095367432,-0.0024101000744849443,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3619,25.2599,0.3869999945163727
TX,-0.07000000029802322,-0.2709999978542328,-0.1614840030670166,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5382,33.0283,0.3869999945163727
NY,-0.10499999672174454,-0.16899999976158142,-0.04100000113248825,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.483700000000001,24.4377,0.3869999945163727
KS,0.19499999284744263,0.1889999955892563,-0.0938791036605835,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.2894,4.2466,0.3869999945163727
NE,-0.30000001192092896,-0.3400000035762787,-0.2800126075744629,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597,9.349599999999999,0.3869999945163727
CA,-0.164000004529953,-0.3230000138282776,-0.21316969394683838,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,19.3063,0.3869999945163727
TX,0.03200000151991844,0.5,-0.218415305018425,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.6573,0,0.3869999945163727
VA,-0.14300000667572021,-0.5,-0.11171189695596695,1980,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3173000000000004,0.3869999945163727
CT,0.1420000046491623,0.09200000017881393,-0.05245320126414299,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.285599999999999,12.5137,0.3869999945163727
WI,-0.1120000034570694,-0.2840000092983246,-0.13213999569416046,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2678,14.3524,0.3869999945163727
GA,0.5,0.3019999861717224,0.08159790188074112,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7866,0.4431,0.3869999945163727
CA,0.2370000034570694,-0.032999999821186066,-0.08999039977788925,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.055699999999998,20.8596,0.3869999945163727
PA,-0.057999998331069946,-0.13300000131130219,-0.055530399084091187,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.971,25.1304,0.3869999945163727
PA,-0.03200000151991844,-0.10000000149011612,-0.06464429944753647,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6516,31.7511,0.3869999945163727
GA,-0.04399999976158142,-0.09099999815225601,0.08519449830055237,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.296200000000001,27.561500000000002,0.3869999945163727
ID,-0.0729999989271164,-0.08799999952316284,-0.27282920479774475,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2354999999999996,22.2447,0.3869999945163727
NY,0.5,0.5,0.41422709822654724,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.531,0,0.3869999945163727
ID,-0.0989999994635582,-0.03700000047683716,-0.18078939616680145,1980,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10.156600000000001,30.691000000000003,0.3869999945163727
RI,0.1120000034570694,0.17599999904632568,0.06841079890727997,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7826,0,0.3869999945163727
MI,0.42899999022483826,0.4519999921321869,0.4506036043167114,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0543,0,0.3869999945163727
CT,0.10199999809265137,0.12999999523162842,0.040761999785900116,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7447,2.712,0.3869999945163727
CO,-0.13500000536441803,-0.2409999966621399,-0.20669640600681305,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2664,23.3016,0.3869999945163727
MA,-0.11100000143051147,-0.10599999874830246,-0.03997569903731346,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.831,26.468799999999998,0.3869999945163727
